,answers,id,questions,target_answers,score,correct
145,That there is nothing more lasting than love ,2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,3.0,0.0
146,Love goes beyond death ,2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,3.0,1.0
147,Love is something that can be transmitted in reality but it is still an abstract concept ,2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,3.0,1.0
148,If you love a person in life you still love her after dead ,2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,2.5,0.0
149,"There is something mortal in immortality, and proof of that is love. ",2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,3.5,1.0
150,"Love, even though it is something clearly of mortals, makes us feel like something that can overcome even death ",2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,4.0,1.0
151,Love samples go beyond time and do not vanish. They are recorded in the person. ,2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,4.0,1.0
152,Love has an immortal nature. ,2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,4.0,1.0
153,"The meat dies, the feeling does not. ",2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,3.0,0.0
154,"The text refers to that love is shown by finite beings as people, and that at the same time is an infinite and immortal concept ",2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,4.0,1.0
155,Love is something that makes us stop feeling finite to become infinite. ,2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,2.5,0.0
156,"When someone loves, this one lives forever in the heart of the person. ",2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,3.0,1.0
157,That love is eternal. ,2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,3.5,0.0
158,Love is not forever ,2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,1.5,0.0
159,Love is transcendent ,2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,3.5,1.0
160,Love despite being a human feeling transcends beyond life. ,2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,4.0,1.0
161,Love crosses the barriers of death ,2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,4.0,1.0
162,That love persists throughout the times ,2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,3.0,1.0
163,Love is an act of mortals and lasts forever. ,2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,3.5,1.0
164,You can feel love towards someone who is no longer with us ,2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,3.0,0.0
165,May love goes beyond life. ,2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,3.5,1.0
166,Love never dies ,2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,3.5,0.0
167,Love is immortal ,2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,3.5,0.0
168,"True love is immortal, but not eternal since living beings we are not ",2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,2.5,0.0
169,"Love is not subject to time, therefore it is something immortal ",2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,3.5,0.0
170,Love is a feeling that can be eternal but it is generally demonstrated in ephemeral ways ,2,Love is a deadly sample of immortality. Of the text it is inferred that ,The essence of eternity is reflected in earthly love ,4.0,1.0
