,answer,id,score,correct,questions,target_answers
121,El estanque se refiere a el lector.,1,3.5,0.0,"Las frases son piedrecillas que el escritor arroja en el alma del lector. El diámetro de las ondas concéntricas que desplazan depende de las dimensiones del estanque. Según el texto, el estanque se refiere a",El mundo del lector
122,El alme del lector,1,3.5,1.0,"Las frases son piedrecillas que el escritor arroja en el alma del lector. El diámetro de las ondas concéntricas que desplazan depende de las dimensiones del estanque. Según el texto, el estanque se refiere a",El mundo del lector
123,El tamaño del alma del lector,1,3.5,1.0,"Las frases son piedrecillas que el escritor arroja en el alma del lector. El diámetro de las ondas concéntricas que desplazan depende de las dimensiones del estanque. Según el texto, el estanque se refiere a",El mundo del lector
124,Depende de nosotros interiorizar informacion,1,2.5,0.0,"Las frases son piedrecillas que el escritor arroja en el alma del lector. El diámetro de las ondas concéntricas que desplazan depende de las dimensiones del estanque. Según el texto, el estanque se refiere a",El mundo del lector
125,"Objeto que contiene algo, alma.",1,2.5,0.0,"Las frases son piedrecillas que el escritor arroja en el alma del lector. El diámetro de las ondas concéntricas que desplazan depende de las dimensiones del estanque. Según el texto, el estanque se refiere a",El mundo del lector
126,La conciencia de la persona.,1,2.5,0.0,"Las frases son piedrecillas que el escritor arroja en el alma del lector. El diámetro de las ondas concéntricas que desplazan depende de las dimensiones del estanque. Según el texto, el estanque se refiere a",El mundo del lector
127,Interés/gusto del lector,1,3.0,0.0,"Las frases son piedrecillas que el escritor arroja en el alma del lector. El diámetro de las ondas concéntricas que desplazan depende de las dimensiones del estanque. Según el texto, el estanque se refiere a",El mundo del lector
128,El conocimiento que trasmite un escritor a través de sus frases va a trascender dependiendo de cómo este trasmita toda su sabiduría.,1,2.0,0.0,"Las frases son piedrecillas que el escritor arroja en el alma del lector. El diámetro de las ondas concéntricas que desplazan depende de las dimensiones del estanque. Según el texto, el estanque se refiere a",El mundo del lector
129,Alma,1,3.0,0.0,"Las frases son piedrecillas que el escritor arroja en el alma del lector. El diámetro de las ondas concéntricas que desplazan depende de las dimensiones del estanque. Según el texto, el estanque se refiere a",El mundo del lector
130,La imaginación del lector.,1,3.5,1.0,"Las frases son piedrecillas que el escritor arroja en el alma del lector. El diámetro de las ondas concéntricas que desplazan depende de las dimensiones del estanque. Según el texto, el estanque se refiere a",El mundo del lector
131,El estanque se refiere al alma del lector.,1,3.5,1.0,"Las frases son piedrecillas que el escritor arroja en el alma del lector. El diámetro de las ondas concéntricas que desplazan depende de las dimensiones del estanque. Según el texto, el estanque se refiere a",El mundo del lector
132,"La mente, el alma o el interior del lector",1,3.5,1.0,"Las frases son piedrecillas que el escritor arroja en el alma del lector. El diámetro de las ondas concéntricas que desplazan depende de las dimensiones del estanque. Según el texto, el estanque se refiere a",El mundo del lector
133,El impacto del pensamiento del escritor en el alma del lector depende de qué tan sea capaz este último de interiorizarlo.,1,3.5,0.0,"Las frases son piedrecillas que el escritor arroja en el alma del lector. El diámetro de las ondas concéntricas que desplazan depende de las dimensiones del estanque. Según el texto, el estanque se refiere a",El mundo del lector
134,Depende del lector su capacidad para comprender el texto.,1,3.5,1.0,"Las frases son piedrecillas que el escritor arroja en el alma del lector. El diámetro de las ondas concéntricas que desplazan depende de las dimensiones del estanque. Según el texto, el estanque se refiere a",El mundo del lector
135,"A una persona, el  valor en ella o sus capacidades",1,2.5,0.0,"Las frases son piedrecillas que el escritor arroja en el alma del lector. El diámetro de las ondas concéntricas que desplazan depende de las dimensiones del estanque. Según el texto, el estanque se refiere a",El mundo del lector
136,"Depende de nosotros mismos, y de la capacidad de compresión que tengamos, qué tanto nos llega la información que ofrece un texto.",1,3.0,0.0,"Las frases son piedrecillas que el escritor arroja en el alma del lector. El diámetro de las ondas concéntricas que desplazan depende de las dimensiones del estanque. Según el texto, el estanque se refiere a",El mundo del lector
137,El amor va más allá de la muerte y eso se refleja en la vida,2,5.0,1.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
138,Que el amor siendo un concepto eterno tenemos la oportunidad de disfrutarlo en nuestra finitud.,2,3.5,1.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
139,"El amor es para siempre, mientras quienes lo sienten no",2,2.5,0.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
140,El amor parece infinito,2,3.0,0.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
141,El verdadero amor es para siempre,2,2.5,0.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
142,"Que a pesar que el amor es un sentimiento de mortales, este se siente hasta después de la muerte.",2,3.5,1.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
143,"El amor supera lo carnal, permanece y es eterno",2,3.0,1.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
144,Lo infinito,2,1.0,0.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
145,Que no hay nada más duradero que el amor,2,3.0,0.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
146,El amor va más alla de la muerte,2,3.0,1.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
147,El amor es algo que se puede transmitir en la realidad pero sigue siendo un concepto abstracto,2,3.0,1.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
148,si tu amas a una persona en vida la sigues amando despues de muerto,2,2.5,0.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
149,"Hay algo mortal en la inmortalidad, y la prueba de eso es el amor.",2,3.5,1.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
150,"El amor, a pesar de que es algo netamente de los mortales, nos hace sentir como algo que puede vencer incluso a la muerte",2,4.0,1.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
151,Las muestras de amor van más allá del tiempo y no se desvanecen. Quedan grabadas en la persona.,2,4.0,1.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
152,El amor tiene naturaleza inmortal.,2,4.0,1.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
153,"La carne muere, el sentimiento no.",2,3.0,0.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
154,"El texto hace referencia a que el amor es mostrado por seres finitos como personas, y que al mismo tiempo es un concepto infinito e inmortal",2,4.0,1.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
155,El amor es algo que nos hace dejar de sentir finitos para volvernos infinitos.,2,2.5,0.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
156,"Cuando se ama a alguien, este vive por siempre en el corazón de la persona.",2,3.0,1.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
157,Que el amor es eterno.,2,3.5,0.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
158,el amor no es para siempre,2,1.5,0.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
159,El amor es trascendente,2,3.5,1.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
160,El amor pese a ser un sentimiento humano trasciende más allá de la vida.,2,4.0,1.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
161,El amor traspasa las barreras de la muerte,2,4.0,1.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
162,Que el amor persiste a lo largo de los tiempos,2,3.0,1.0,El amor es una muestra mortal de la inmortalidad. Del texto se infiere que,La esencia de la eternidad se refleja en el amor terrenal
